identifier,username,total,frac_species,species,frac_genus,genus,frac_tribe,tribe,frac_subfamily,subfamily,frac_family,family
100241,sonnia,1,1,1,0,0,0,0,0,0,0,0
735294,birgitknorr,1,1,1,0,0,0,0,0,0,0,0
893457,jennifergallagher,1,1,1,0,0,0,0,0,0,0,0
1405292,josephinehollandbeck,1,0,0,0,0,0,0,0,0,1,1
1436436,jeremy_casado,1,1,1,0,0,0,0,0,0,0,0
861148,rangerginger,1,1,1,0,0,0,0,0,0,0,0
1264871,joanna416,1,0,0,0,0,0,0,0,0,1,1
1035166,tinapost,1,0,0,1,1,0,0,0,0,0,0
1445914,mayoman,1,0,0,1,1,0,0,0,0,0,0
1460362,natureguy44,1,0,0,0,0,0,0,0,0,1,1
1412950,naturalistinprogress,1,1,1,0,0,0,0,0,0,0,0
974719,naturaamansjt,1,0,0,0,0,0,0,1,1,0,0
1447980,sergio_rojas-diaz,1,0,0,0,0,0,0,0,0,1,1
1450809,gallandoaks,1,0,0,0,0,0,0,1,1,0,0
43120,aureliomolinahdz,1,1,1,0,0,0,0,0,0,0,0
1375148,raul_villagran,1,1,1,0,0,0,0,0,0,0,0
1461659,analiaolivares,1,1,1,0,0,0,0,0,0,0,0
1373618,trosen,1,0,0,0,0,0,0,0,0,1,1
665346,stephannflora,1,1,1,0,0,0,0,0,0,0,0
1301132,figlue,1,1,1,0,0,0,0,0,0,0,0
218890,sassafrassuz,1,0,0,0,0,0,0,0,0,1,1
796152,lil_joe,1,1,1,0,0,0,0,0,0,0,0
1271618,jessicabenitez,1,1,1,0,0,0,0,0,0,0,0
1433373,gina116,1,0,0,1,1,0,0,0,0,0,0
1269623,anapatriciarea,1,0,0,0,0,0,0,0,0,1,1
1029832,sgbreeding,1,0,0,1,1,0,0,0,0,0,0
862554,kainalujaquez,1,0,0,0,0,0,0,0,0,1,1
434653,tomarata,1,1,1,0,0,0,0,0,0,0,0
1271846,bryan163,1,1,1,0,0,0,0,0,0,0,0
1414416,johnnygiron,1,1,1,0,0,0,0,0,0,0,0
834523,pixifer,1,1,1,0,0,0,0,0,0,0,0
775413,robinrose,1,1,1,0,0,0,0,0,0,0,0
1480043,alanmichael,1,1,1,0,0,0,0,0,0,0,0
363260,dianneclarke,1,1,1,0,0,0,0,0,0,0,0
1525373,jhostinsanchez,1,1,1,0,0,0,0,0,0,0,0
1523249,amy562,1,0,0,0,0,0,0,0,0,1,1
674819,robert-arangol,1,1,1,0,0,0,0,0,0,0,0
1506037,jureyda_z_4,1,0,0,0,0,0,0,0,0,1,1
1417977,daniacervantes,1,1,1,0,0,0,0,0,0,0,0
1064145,faupela,1,0,0,0,0,0,0,0,0,1,1
1512959,haleyjane,1,0,0,1,1,0,0,0,0,0,0
1486490,enigname,1,1,1,0,0,0,0,0,0,0,0
919533,quinzy,1,1,1,0,0,0,0,0,0,0,0
388888,rfoster,1,0,0,0,0,0,0,0,0,1,1
1494405,toonatural694,1,1,1,0,0,0,0,0,0,0,0
1448015,pswildlifesanctuary,1,1,1,0,0,0,0,0,0,0,0
1508974,slmoore71,1,0,0,1,1,0,0,0,0,0,0
1258652,botanicaaplicada,1,1,1,0,0,0,0,0,0,0,0
21332,oscar_almeda,1,1,1,0,0,0,0,0,0,0,0
392818,tamandua2,1,1,1,0,0,0,0,0,0,0,0
1434691,hanwacker_c_907,1,1,1,0,0,0,0,0,0,0,0
64362,anneclewis,1,1,1,0,0,0,0,0,0,0,0
747350,kseemae,1,0,0,0,0,0,0,0,0,1,1
1490215,diegokondratzky,1,1,1,0,0,0,0,0,0,0,0
33892,brianw,1,1,1,0,0,0,0,0,0,0,0
276616,kinderteacher,1,1,1,0,0,0,0,0,0,0,0
1480270,samthefungi,1,1,1,0,0,0,0,0,0,0,0
1490934,zaccgleason,1,0,0,1,1,0,0,0,0,0,0
78963,mikkohei13,1,1,1,0,0,0,0,0,0,0,0
646842,angelica_arevaloq,1,0,0,0,0,0,0,0,0,1,1
456937,adventurous_mitch,1,0,0,0,0,0,0,0,0,1,1
1272059,geovany_inguillay,1,0,0,0,0,0,0,0,0,1,1
492122,mmaymi,1,1,1,0,0,0,0,0,0,0,0
1395785,thorleyc2,1,1,1,0,0,0,0,0,0,0,0
1375418,iguanajello,1,1,1,0,0,0,0,0,0,0,0
517254,amyhuie,1,1,1,0,0,0,0,0,0,0,0
741261,common_snowball,1,1,1,0,0,0,0,0,0,0,0
896705,mattvaldivia,1,1,1,0,0,0,0,0,0,0,0
1382957,rpack13,1,1,1,0,0,0,0,0,0,0,0
702329,kfunderburk,1,0,0,1,1,0,0,0,0,0,0
1375436,lucas166,1,0,0,1,1,0,0,0,0,0,0
1222896,tigergirl2000,1,0,0,1,1,0,0,0,0,0,0
1371324,bmoquinn,1,1,1,0,0,0,0,0,0,0,0
1388161,badabing7,1,0,0,1,1,0,0,0,0,0,0
1388076,kelbyrox123,1,0,0,1,1,0,0,0,0,0,0
1171948,ebjorngaard,1,0,0,1,1,0,0,0,0,0,0
1358063,thatnewjerseyguy,1,1,1,0,0,0,0,0,0,0,0
1386155,tloren,1,1,1,0,0,0,0,0,0,0,0
1385510,grosem,1,1,1,0,0,0,0,0,0,0,0
1205155,eliotthuguet,1,0,0,0,0,0,0,0,0,1,1
279588,dougtaron,1,1,1,0,0,0,0,0,0,0,0
1175285,taleonardo,1,1,1,0,0,0,0,0,0,0,0
1371341,mallory23,1,1,1,0,0,0,0,0,0,0,0
1346076,vinicius19,1,0,0,0,0,0,0,1,1,0,0
1372569,nrjmelvint,1,1,1,0,0,0,0,0,0,0,0
1010285,maxmaddox,1,0,0,0,0,0,0,0,0,1,1
1234572,mfkamowski,1,1,1,0,0,0,0,0,0,0,0
1277251,mahsanass,1,1,1,0,0,0,0,0,0,0,0
488232,michael_jacobi,1,1,1,0,0,0,0,0,0,0,0
1382838,thibaut-pilatte,1,1,1,0,0,0,0,0,0,0,0
2989,jorditb,1,1,1,0,0,0,0,0,0,0,0
737717,vvilela,1,0,0,0,0,1,1,0,0,0,0
46756,daniomiserocchi,1,1,1,0,0,0,0,0,0,0,0
503726,emma72,1,1,1,0,0,0,0,0,0,0,0
1271765,coralialopez,1,1,1,0,0,0,0,0,0,0,0
1271768,vivi20,1,1,1,0,0,0,0,0,0,0,0
1435588,sweet_vanilla,1,1,1,0,0,0,0,0,0,0,0
1256228,patricioc,1,1,1,0,0,0,0,0,0,0,0
1424742,minov,1,0,0,1,1,0,0,0,0,0,0
1344765,samquandt,1,1,1,0,0,0,0,0,0,0,0
601543,kickpuncher,1,1,1,0,0,0,0,0,0,0,0
1422296,geraldompereira,1,1,1,0,0,0,0,0,0,0,0
1417480,loxford,1,1,1,0,0,0,0,0,0,0,0
1419012,bne0005,1,1,1,0,0,0,0,0,0,0,0
1420134,keesgroenendijk,1,1,1,0,0,0,0,0,0,0,0
261456,dhilkey,1,1,1,0,0,0,0,0,0,0,0
344022,the_milkweed_man,1,1,1,0,0,0,0,0,0,0,0
1416487,junipernut14,1,1,1,0,0,0,0,0,0,0,0
307338,scarnevale,1,0,0,1,1,0,0,0,0,0,0
1400762,deesks,1,0,0,0,0,0,0,1,1,0,0
280979,emshaph,1,1,1,0,0,0,0,0,0,0,0
1414975,spyceymeatball,1,1,1,0,0,0,0,0,0,0,0
1063594,thenatureexplorer21,1,1,1,0,0,0,0,0,0,0,0
24594,manuelnevarez,1,1,1,0,0,0,0,0,0,0,0
1399985,vichin1969,1,1,1,0,0,0,0,0,0,0,0
1410752,ryangraham,1,1,1,0,0,0,0,0,0,0,0
1394600,m-bourgade-mk,1,1,1,0,0,0,0,0,0,0,0
1219838,emily_silva4733,1,0,0,0,0,0,0,0,0,1,1
1229660,ewarshowsky,1,1,1,0,0,0,0,0,0,0,0
976119,thalia6,1,0,0,1,1,0,0,0,0,0,0
1051073,aronszekely,1,1,1,0,0,0,0,0,0,0,0
768705,fdodiaz18,1,1,1,0,0,0,0,0,0,0,0
714769,helloangel,1,1,1,0,0,0,0,0,0,0,0
567112,etxeduret,1,1,1,0,0,0,0,0,0,0,0
1016365,alirose7799,1,1,1,0,0,0,0,0,0,0,0
525422,eric_soule,1,1,1,0,0,0,0,0,0,0,0
1025594,scoombes,1,0,0,1,1,0,0,0,0,0,0
345656,shiranhersh,1,1,1,0,0,0,0,0,0,0,0
871831,luna_kitty,1,0,0,1,1,0,0,0,0,0,0
1075561,alex-t-,1,1,1,0,0,0,0,0,0,0,0
1075799,sebastianriosl,1,1,1,0,0,0,0,0,0,0,0
886482,niconoe,1,1,1,0,0,0,0,0,0,0,0
714553,ursulbear,1,1,1,0,0,0,0,0,0,0,0
704263,robinforest,1,1,1,0,0,0,0,0,0,0,0
460522,craigwhippo,1,1,1,0,0,0,0,0,0,0,0
786858,florian15,1,0,0,0,0,0,0,0,0,1,1
1069314,lmondesire,1,1,1,0,0,0,0,0,0,0,0
310533,dennis1,1,1,1,0,0,0,0,0,0,0,0
1069064,klo138,1,1,1,0,0,0,0,0,0,0,0
1010925,rowan_ng,1,0,0,0,0,0,0,0,0,1,1
1009429,sally3142,1,0,0,0,0,0,0,0,0,1,1
1069543,onmauitime,1,0,0,1,1,0,0,0,0,0,0
935036,bermanna,1,1,1,0,0,0,0,0,0,0,0
953789,jennifer510,1,1,1,0,0,0,0,0,0,0,0
1061761,dwhitec,1,1,1,0,0,0,0,0,0,0,0
290056,kwiener,1,1,1,0,0,0,0,0,0,0,0
251616,patrick48,1,1,1,0,0,0,0,0,0,0,0
854537,maxallen,1,0,0,0,0,0,0,0,0,1,1
991305,youcefb,1,1,1,0,0,0,0,0,0,0,0
910454,lindsey73,1,1,1,0,0,0,0,0,0,0,0
750673,normanbirdsanctuary,1,0,0,0,0,1,1,0,0,0,0
994844,benbo,1,1,1,0,0,0,0,0,0,0,0
28294,sarova,1,1,1,0,0,0,0,0,0,0,0
509442,birdnerd12,1,0,0,1,1,0,0,0,0,0,0
1095504,kathleengreenwoodkathy,1,1,1,0,0,0,0,0,0,0,0
1105340,mommanae1115,1,1,1,0,0,0,0,0,0,0,0
772785,oscarneto,1,1,1,0,0,0,0,0,0,0,0
1005467,zachbaranowski,1,1,1,0,0,0,0,0,0,0,0
1094975,jhorthos,1,1,1,0,0,0,0,0,0,0,0
1095281,mnsuschiff,1,1,1,0,0,0,0,0,0,0,0
757725,tristanento,1,1,1,0,0,0,0,0,0,0,0
1079298,morganmeadowsutah,1,0,0,0,0,0,0,0,0,1,1
338199,nuagelaboratoitextre,1,1,1,0,0,0,0,0,0,0,0
1089342,calvinb,1,0,0,1,1,0,0,0,0,0,0
883928,rorippa,1,0,0,0,0,0,0,0,0,1,1
1098028,beccab2,1,0,0,0,0,0,0,0,0,1,1
1093067,redtailedhawk321,1,1,1,0,0,0,0,0,0,0,0
1095932,samtravis,1,1,1,0,0,0,0,0,0,0,0
927101,jeremyvandenberg,1,1,1,0,0,0,0,0,0,0,0
758552,nadaci,1,0,0,0,0,0,0,0,0,1,1
445925,ethankistler,1,0,0,1,1,0,0,0,0,0,0
1092468,maryosorin,1,0,0,1,1,0,0,0,0,0,0
1007225,relgart,1,1,1,0,0,0,0,0,0,0,0
455815,emcgreevy,1,1,1,0,0,0,0,0,0,0,0
1081215,yazmin518,1,0,0,1,1,0,0,0,0,0,0
1088988,henryyjjames,1,0,0,0,0,0,0,0,0,1,1
1059955,loribottiger,1,0,0,0,0,1,1,0,0,0,0
1050598,butterflyflowersinva,1,1,1,0,0,0,0,0,0,0,0
77879,easpears,1,1,1,0,0,0,0,0,0,0,0
415725,littlewhitbit,1,1,1,0,0,0,0,0,0,0,0
861157,john497,1,0,0,0,0,0,0,0,0,1,1
1031454,envisciguy,1,1,1,0,0,0,0,0,0,0,0
64961,jayimk,1,1,1,0,0,0,0,0,0,0,0
995207,andresleon27,1,0,0,0,0,0,0,0,0,1,1
246667,etowah,1,1,1,0,0,0,0,0,0,0,0
59817,camelcreek,1,1,1,0,0,0,0,0,0,0,0
1024786,jacob174,1,1,1,0,0,0,0,0,0,0,0
315241,robustus_,1,1,1,0,0,0,0,0,0,0,0
1014404,yancy,1,0,0,0,0,0,0,1,1,0,0
378581,emma_shoo,1,1,1,0,0,0,0,0,0,0,0
969371,enderzatwar411,1,0,0,0,0,0,0,0,0,1,1
1007572,_lucci_gucci,1,0,0,1,1,0,0,0,0,0,0
314615,mjbaerwalde,1,1,1,0,0,0,0,0,0,0,0
1059170,jessica577,1,0,0,1,1,0,0,0,0,0,0
673491,bluerosemama,1,1,1,0,0,0,0,0,0,0,0
607296,warhawk05,1,1,1,0,0,0,0,0,0,0,0
67590,wynand_uys,1,0,0,0,0,0,0,0,0,1,1
1016888,mad_march,1,0,0,0,0,0,0,0,0,1,1
282708,birderchick,1,0,0,0,0,0,0,0,0,1,1
978926,loganshettle,1,0,0,1,1,0,0,0,0,0,0
982604,vasher,1,0,0,0,0,0,0,0,0,1,1
376435,csmitelli,1,1,1,0,0,0,0,0,0,0,0
962682,marleycrow,1,0,0,0,0,0,0,0,0,1,1
970878,mojopf21,1,0,0,1,1,0,0,0,0,0,0
920088,amber146,1,0,0,1,1,0,0,0,0,0,0
242882,kingman,1,1,1,0,0,0,0,0,0,0,0
1014385,brittany113,1,1,1,0,0,0,0,0,0,0,0
1031646,allthesmallthings,1,0,0,0,0,0,0,0,0,1,1
169939,pdonnellan,1,1,1,0,0,0,0,0,0,0,0
518698,olucas,1,1,1,0,0,0,0,0,0,0,0
1052765,its_me_shane,1,0,0,0,0,0,0,0,0,1,1
53721,creationkeeper,1,1,1,0,0,0,0,0,0,0,0
1057275,dougfrizzell,1,0,0,0,0,0,0,0,0,1,1
990787,willvisalga,1,1,1,0,0,0,0,0,0,0,0
437819,timothy1,1,0,0,0,0,0,0,0,0,1,1
1051173,johnmclain47,1,1,1,0,0,0,0,0,0,0,0
1043378,bettemiep,1,0,0,0,0,0,0,0,0,1,1
982188,mcmullifornia,1,1,1,0,0,0,0,0,0,0,0
998374,sabina88,1,1,1,0,0,0,0,0,0,0,0
1044436,dtop15,1,0,0,1,1,0,0,0,0,0,0
1009140,jariailwatkins,1,1,1,0,0,0,0,0,0,0,0
1040830,scapethis,1,0,0,1,1,0,0,0,0,0,0
874687,dave-ricketts,1,1,1,0,0,0,0,0,0,0,0
1044687,faithmacqutie,1,0,0,0,0,0,0,0,0,1,1
957493,pacificule,1,0,0,1,1,0,0,0,0,0,0
1042938,oxborrow,1,0,0,0,0,0,0,0,0,1,1
303707,kwinn,1,0,0,0,0,0,0,0,0,1,1
1040767,arthro,1,0,0,0,0,0,0,0,0,1,1
483799,catspit,1,1,1,0,0,0,0,0,0,0,0
858932,kcook333,1,1,1,0,0,0,0,0,0,0,0
736166,bridgege,1,1,1,0,0,0,0,0,0,0,0
270978,marshall5,1,1,1,0,0,0,0,0,0,0,0
943599,saherron,1,1,1,0,0,0,0,0,0,0,0
996938,brynnmerlin,1,1,1,0,0,0,0,0,0,0,0
912906,ashleyh4,1,0,0,0,0,0,0,0,0,1,1
642364,morganthedog,1,1,1,0,0,0,0,0,0,0,0
1112270,tjttanker,1,1,1,0,0,0,0,0,0,0,0
1081645,sam249,1,1,1,0,0,0,0,0,0,0,0
1501,nashuagoats,1,0,0,0,0,0,0,0,0,1,1
951822,raulhd,1,1,1,0,0,0,0,0,0,0,0
1209220,rixrr,1,0,0,1,1,0,0,0,0,0,0
1183732,oof-bella-pineapple,1,0,0,1,1,0,0,0,0,0,0
370367,tlaloc27,1,1,1,0,0,0,0,0,0,0,0
1174788,mdine,1,1,1,0,0,0,0,0,0,0,0
1152142,daniellegutierrez,1,1,1,0,0,0,0,0,0,0,0
963711,supercarfanatic562,1,1,1,0,0,0,0,0,0,0,0
552160,vexedmuddler,1,1,1,0,0,0,0,0,0,0,0
1197282,mautu,1,1,1,0,0,0,0,0,0,0,0
1207994,ttoshiro,1,1,1,0,0,0,0,0,0,0,0
1216360,romanovy-aleksey-i-elisaveta,1,1,1,0,0,0,0,0,0,0,0
1214966,altenbroekelevitsky,1,1,1,0,0,0,0,0,0,0,0
794497,bobbyk,1,1,1,0,0,0,0,0,0,0,0
1022838,squidney710,1,1,1,0,0,0,0,0,0,0,0
1168972,jenniferbingham,1,1,1,0,0,0,0,0,0,0,0
613512,mlboedigh,1,1,1,0,0,0,0,0,0,0,0
708958,cathyp,1,0,0,0,0,0,0,0,0,1,1
998837,chenyao2,1,0,0,0,0,0,0,0,0,1,1
580599,alfrezw,1,1,1,0,0,0,0,0,0,0,0
1167928,johnguerin,1,1,1,0,0,0,0,0,0,0,0
1137846,davidmsfoto,1,1,1,0,0,0,0,0,0,0,0
1123191,stephen158,1,1,1,0,0,0,0,0,0,0,0
1171817,sarahschaeffer,1,0,0,1,1,0,0,0,0,0,0
1195770,margot_p,1,1,1,0,0,0,0,0,0,0,0
962081,mvgr,1,1,1,0,0,0,0,0,0,0,0
1180392,kieranllyons,1,0,0,0,0,0,0,1,1,0,0
1018190,claytonj_motc,1,0,0,0,0,0,0,0,0,1,1
1025574,cityofaurora-os,1,1,1,0,0,0,0,0,0,0,0
712404,fittinger,1,1,1,0,0,0,0,0,0,0,0
1204715,noritakaharuka,1,1,1,0,0,0,0,0,0,0,0
1252050,rtaper,1,1,1,0,0,0,0,0,0,0,0
609452,dlmorris,1,1,1,0,0,0,0,0,0,0,0
1184118,laurabphelan,1,1,1,0,0,0,0,0,0,0,0
863695,dreestrees,1,0,0,0,0,0,0,1,1,0,0
625153,costa2,1,1,1,0,0,0,0,0,0,0,0
1176109,andreaquain,1,0,0,1,1,0,0,0,0,0,0
1245812,themajor13,1,1,1,0,0,0,0,0,0,0,0
1065143,bkmcelroy,1,1,1,0,0,0,0,0,0,0,0
484197,hi51,1,0,0,0,0,0,0,0,0,1,1
26473,jpsilva,1,0,0,0,0,0,0,0,0,1,1
1220350,lama_farhat,1,1,1,0,0,0,0,0,0,0,0
1117321,tarakan,1,1,1,0,0,0,0,0,0,0,0
1116656,chago_oem,1,1,1,0,0,0,0,0,0,0,0
1189592,cassafrass,1,1,1,0,0,0,0,0,0,0,0
1187159,margaritaagonzalez,1,1,1,0,0,0,0,0,0,0,0
80973,rachmono,1,0,0,0,0,0,0,0,0,1,1
457008,jpatus,1,1,1,0,0,0,0,0,0,0,0
1198663,jqadams,1,1,1,0,0,0,0,0,0,0,0
1183744,yiqin,1,1,1,0,0,0,0,0,0,0,0
1165595,animalfinder07,1,0,0,0,0,0,0,0,0,1,1
996535,oneidak,1,0,0,1,1,0,0,0,0,0,0
56259,alexpyrocephalus,1,1,1,0,0,0,0,0,0,0,0
1027681,petercoffey,1,0,0,0,0,0,0,0,0,1,1
1221970,oneeyedingzhen,1,0,0,0,0,0,0,0,0,1,1
330166,isleibj,1,0,0,0,0,0,0,0,0,1,1
1187085,aloof_panda,1,1,1,0,0,0,0,0,0,0,0
1190105,pachamamma,1,1,1,0,0,0,0,0,0,0,0
628637,emily262,1,1,1,0,0,0,0,0,0,0,0
541065,whinaem,1,1,1,0,0,0,0,0,0,0,0
285767,craigdux,1,1,1,0,0,0,0,0,0,0,0
708149,kristen81,1,1,1,0,0,0,0,0,0,0,0
1145388,regicuss2,1,1,1,0,0,0,0,0,0,0,0
1139311,kenkoepplinger,1,0,0,0,0,0,0,0,0,1,1
246058,mhajder,1,1,1,0,0,0,0,0,0,0,0
1105725,said9,1,1,1,0,0,0,0,0,0,0,0
1129139,cdc-tx,1,1,1,0,0,0,0,0,0,0,0
1034936,analaurasm,1,0,0,0,0,0,0,0,0,1,1
1139672,bernardosan,1,1,1,0,0,0,0,0,0,0,0
799243,carlvonblixen,1,0,0,1,1,0,0,0,0,0,0
547587,johnwampler,1,1,1,0,0,0,0,0,0,0,0
1016259,karmio,1,1,1,0,0,0,0,0,0,0,0
1136960,l-p_menard,1,1,1,0,0,0,0,0,0,0,0
110327,joshvw,1,1,1,0,0,0,0,0,0,0,0
1038986,mikakoinu,1,1,1,0,0,0,0,0,0,0,0
958086,rowanl,1,0,0,1,1,0,0,0,0,0,0
577832,ronquillo08,1,1,1,0,0,0,0,0,0,0,0
1039168,jsnyder,1,1,1,0,0,0,0,0,0,0,0
812654,salamanderdance,1,0,0,0,0,0,0,0,0,1,1
1081717,coltmooney,1,1,1,0,0,0,0,0,0,0,0
923897,roussaturno,1,1,1,0,0,0,0,0,0,0,0
683711,themothergooz,1,0,0,0,0,0,0,1,1,0,0
41957,fishorwork,1,0,0,1,1,0,0,0,0,0,0
1064090,excalibunn,1,1,1,0,0,0,0,0,0,0,0
216298,facetious76,1,1,1,0,0,0,0,0,0,0,0
1124439,nikkianderson,1,0,0,0,0,0,0,0,0,1,1
545290,mishanook,1,1,1,0,0,0,0,0,0,0,0
1108981,meganlynn,1,1,1,0,0,0,0,0,0,0,0
499810,erin105,1,1,1,0,0,0,0,0,0,0,0
1194838,dodobood,1,1,1,0,0,0,0,0,0,0,0
990052,laura8157,1,1,1,0,0,0,0,0,0,0,0
419153,jrfrey,1,1,1,0,0,0,0,0,0,0,0
840637,truebannana,1,1,1,0,0,0,0,0,0,0,0
569205,troy325,1,0,0,0,0,1,1,0,0,0,0
961757,birdrdoug,1,1,1,0,0,0,0,0,0,0,0
1174043,inspirenorellam,1,1,1,0,0,0,0,0,0,0,0
801852,wesbraker,1,0,0,1,1,0,0,0,0,0,0
1131752,wilssmi1,1,0,0,0,0,0,0,0,0,1,1
1065630,prmck,1,0,0,0,0,0,0,0,0,1,1
1149320,remeh,1,0,0,1,1,0,0,0,0,0,0
1166822,diesel_r,1,0,0,1,1,0,0,0,0,0,0
451989,ben1818,1,0,0,1,1,0,0,0,0,0,0
1152121,horyeonglee,1,0,0,1,1,0,0,0,0,0,0
1115857,maria_g_a,1,1,1,0,0,0,0,0,0,0,0
27034,ptexis,1,1,1,0,0,0,0,0,0,0,0
787677,annamarie6,1,1,1,0,0,0,0,0,0,0,0
1012707,lisaburton,1,1,1,0,0,0,0,0,0,0,0
1094875,oldsmokey,1,1,1,0,0,0,0,0,0,0,0
729485,greenmthort,1,1,1,0,0,0,0,0,0,0,0
490510,nr_travis,1,0,0,1,1,0,0,0,0,0,0
1155763,english_moose,1,0,0,1,1,0,0,0,0,0,0
1153710,claire213,1,1,1,0,0,0,0,0,0,0,0
1134615,jennie_b_from_sc,1,1,1,0,0,0,0,0,0,0,0
1140792,lolorose,1,1,1,0,0,0,0,0,0,0,0
1527284,madelynemma,1,1,1,0,0,0,0,0,0,0,0
1532906,nicholasmastbrook,1,0,0,0,0,0,0,0,0,1,1
481934,justine8,1,1,1,0,0,0,0,0,0,0,0
1776685,memmab,1,1,1,0,0,0,0,0,0,0,0
1430177,lgreenst,1,1,1,0,0,0,0,0,0,0,0
1510322,maheshmatthew,1,1,1,0,0,0,0,0,0,0,0
1726769,jordan742,1,1,1,0,0,0,0,0,0,0,0
483413,eamonrs,1,0,0,0,0,0,0,0,0,1,1
1787903,alexisperdaen,1,0,0,0,0,0,0,0,0,1,1
1448336,spidermanda,1,1,1,0,0,0,0,0,0,0,0
1761678,chris2012,1,0,0,0,0,0,0,0,0,1,1
1609388,michaelmarois,1,1,1,0,0,0,0,0,0,0,0
1780623,oumack,1,1,1,0,0,0,0,0,0,0,0
1183433,placozoan,1,0,0,0,0,0,0,0,0,1,1
1771459,kestrelfinds,1,1,1,0,0,0,0,0,0,0,0
1599770,thaddeusmt,1,0,0,0,0,1,1,0,0,0,0
1309931,dctropics,1,0,0,0,0,0,0,0,0,1,1
1193887,haily2,1,1,1,0,0,0,0,0,0,0,0
91500,jnelson,1,0,0,0,0,1,1,0,0,0,0
1078915,tomnat3,1,0,0,1,1,0,0,0,0,0,0
1352544,alissonfm,1,0,0,0,0,0,0,0,0,1,1
1229913,sergiodealba,1,1,1,0,0,0,0,0,0,0,0
1735376,brian1217,1,0,0,1,1,0,0,0,0,0,0
878511,finchlj,1,1,1,0,0,0,0,0,0,0,0
1515825,matthewlewis118,1,1,1,0,0,0,0,0,0,0,0
1759254,victoriaraye,1,1,1,0,0,0,0,0,0,0,0
8815,evergreengirl,1,0,0,0,0,1,1,0,0,0,0
41372,bio_eami,1,0,0,0,0,0,0,0,0,1,1
251707,felipegmezvillota,1,0,0,0,0,0,0,0,0,1,1
1758820,ahuatzinjc,1,1,1,0,0,0,0,0,0,0,0
990345,ashwhy,1,1,1,0,0,0,0,0,0,0,0
1443637,elmarvrooyen,1,1,1,0,0,0,0,0,0,0,0
1494434,krystalblevins,1,1,1,0,0,0,0,0,0,0,0
250177,saschup,1,0,0,0,0,0,0,0,0,1,1
1425559,emilyrinearson,1,0,0,1,1,0,0,0,0,0,0
613299,danroyelle,1,1,1,0,0,0,0,0,0,0,0
144923,nycticorax,1,1,1,0,0,0,0,0,0,0,0
1191647,thepirateswife,1,1,1,0,0,0,0,0,0,0,0
774480,dgrumann,1,1,1,0,0,0,0,0,0,0,0
1500603,rnelson15,1,1,1,0,0,0,0,0,0,0,0
25703,silvino_ed,1,1,1,0,0,0,0,0,0,0,0
1804773,kat_stewardsofcr,1,0,0,0,0,0,0,1,1,0,0
1432354,critterclatter,1,1,1,0,0,0,0,0,0,0,0
254405,edrmorris,1,0,0,1,1,0,0,0,0,0,0
738764,hmdavis,1,1,1,0,0,0,0,0,0,0,0
1312397,mister_bumble,1,0,0,0,0,0,0,0,0,1,1
1804196,mconder,1,0,0,0,0,0,0,0,0,1,1
1668359,jacquelyn11,1,1,1,0,0,0,0,0,0,0,0
1797615,necro34,1,1,1,0,0,0,0,0,0,0,0
320607,stephaniemartin,1,1,1,0,0,0,0,0,0,0,0
1502894,micathemineral,1,1,1,0,0,0,0,0,0,0,0
577051,mbaker2,1,0,0,0,0,0,0,0,0,1,1
1247436,matt412,1,0,0,0,0,0,0,0,0,1,1
1749592,naturalist12903,1,1,1,0,0,0,0,0,0,0,0
1790609,lanzhang,1,1,1,0,0,0,0,0,0,0,0
126513,dflyiowa1949,1,1,1,0,0,0,0,0,0,0,0
1799454,shelby90,1,1,1,0,0,0,0,0,0,0,0
1797899,tommyredshoes,1,0,0,0,0,0,0,0,0,1,1
1472789,maximgalyuta,1,1,1,0,0,0,0,0,0,0,0
1516895,magicicada,1,0,0,1,1,0,0,0,0,0,0
1711393,mgreever,1,0,0,0,0,0,0,0,0,1,1
56186,parker_hopkins,1,0,0,1,1,0,0,0,0,0,0
1721857,g-force,1,1,1,0,0,0,0,0,0,0,0
332272,naturenerdnc,1,0,0,0,0,0,0,0,0,1,1
769894,billysbrown,1,0,0,0,0,0,0,0,0,1,1
865918,rich_andrews,1,1,1,0,0,0,0,0,0,0,0
1401034,rachel505,1,0,0,0,0,0,0,0,0,1,1
1694511,riolong,1,1,1,0,0,0,0,0,0,0,0
1313205,tammieakin,1,1,1,0,0,0,0,0,0,0,0
1272410,raiganleveille,1,1,1,0,0,0,0,0,0,0,0
1641562,cephalophyte,1,0,0,1,1,0,0,0,0,0,0
1716729,gavinlee30,1,0,0,1,1,0,0,0,0,0,0
132236,flygrl67,1,1,1,0,0,0,0,0,0,0,0
1728859,bug-girl,1,1,1,0,0,0,0,0,0,0,0
544659,dcoldren,1,1,1,0,0,0,0,0,0,0,0
1505735,suhucru,1,0,0,1,1,0,0,0,0,0,0
1748346,morgananderson,1,1,1,0,0,0,0,0,0,0,0
1712307,cristian231,1,1,1,0,0,0,0,0,0,0,0
116388,anajosefalopsan,1,0,0,1,1,0,0,0,0,0,0
1210028,pynklynx,1,1,1,0,0,0,0,0,0,0,0
1148374,benkeen,1,1,1,0,0,0,0,0,0,0,0
32343,alep,1,1,1,0,0,0,0,0,0,0,0
10967,fernbankecologist,1,1,1,0,0,0,0,0,0,0,0
516526,jcardonad,1,0,0,1,1,0,0,0,0,0,0
1672115,tjager,1,1,1,0,0,0,0,0,0,0,0
