session_leaderboard,user,username,user_leaderboard,date,ids
22815,115129,aguilita,13,2020-02-21,1
22816,115129,aguilita,13,2020-02-27,1
22817,115129,aguilita,13,2020-05-14,1
22818,1453678,marina_gorbunova,45,2021-06-18,1
22819,115129,aguilita,13,2020-03-20,1
22820,115129,aguilita,13,2020-03-30,1
22821,115129,aguilita,13,2020-04-04,1
22822,115129,aguilita,13,2020-04-19,1
22823,115129,aguilita,13,2020-05-05,1
22824,1453678,marina_gorbunova,45,2021-04-30,1
22825,1453678,marina_gorbunova,45,2021-04-29,1
22826,115129,aguilita,13,2020-05-10,1
22827,115129,aguilita,13,2020-05-11,1
22828,1453678,marina_gorbunova,45,2021-04-14,1
22829,115129,aguilita,13,2020-05-12,1
22830,1453678,marina_gorbunova,45,2021-04-10,1
22831,1453678,marina_gorbunova,45,2021-12-08,1
22832,115129,aguilita,13,2019-06-02,1
22833,115129,aguilita,13,2017-12-04,1
22834,115129,aguilita,13,2018-06-19,1
22835,1454648,r-a-p,28,2019-08-31,1
22836,1454648,r-a-p,28,2019-08-27,1
22837,1454648,r-a-p,28,2019-08-17,1
22838,1454648,r-a-p,28,2019-08-01,1
22839,115129,aguilita,13,2018-06-25,1
22840,1454648,r-a-p,28,2019-07-15,1
22841,1454648,r-a-p,28,2019-07-12,1
22842,115129,aguilita,13,2018-06-29,1
22843,1454648,r-a-p,28,2019-07-09,1
22844,1454648,r-a-p,28,2019-07-02,1
22845,1454648,r-a-p,28,2019-07-01,1
22846,1454648,r-a-p,28,2019-06-28,1
22847,1454648,r-a-p,28,2019-06-27,1
22848,1454648,r-a-p,28,2019-06-26,1
22849,115129,aguilita,13,2018-07-04,1
22850,115129,aguilita,13,2018-07-05,1
22851,115129,aguilita,13,2018-07-07,1
22852,115129,aguilita,13,2018-07-08,1
22853,115129,aguilita,13,2018-07-14,1
22854,1454648,r-a-p,28,2019-06-12,1
22855,1454648,r-a-p,28,2019-06-10,1
22856,115129,aguilita,13,2018-07-18,1
22857,1454648,r-a-p,28,2019-05-28,1
22858,1454648,r-a-p,28,2019-05-27,1
22859,1454648,r-a-p,28,2019-05-26,1
22860,115129,aguilita,13,2018-07-21,1
22861,1454648,r-a-p,28,2019-05-20,1
22862,1454648,r-a-p,28,2019-05-15,1
22863,115129,aguilita,13,2018-07-22,1
22864,1454648,r-a-p,28,2019-09-07,1
22865,115129,aguilita,13,2018-06-16,1
22866,115129,aguilita,13,2019-05-31,1
22867,1454648,r-a-p,28,2019-09-16,1
22868,115129,aguilita,13,2017-12-09,1
22869,1454648,r-a-p,28,2019-10-31,1
22870,115129,aguilita,13,2017-12-11,1
22871,115129,aguilita,13,2017-12-13,1
22872,1454648,r-a-p,28,2019-10-26,1
22873,115129,aguilita,13,2017-12-17,1
22874,115129,aguilita,13,2017-12-21,1
22875,1454648,r-a-p,28,2019-10-23,1
22876,1454648,r-a-p,28,2019-10-22,1
22877,115129,aguilita,13,2017-12-23,1
22878,115129,aguilita,13,2017-12-24,1
22879,115129,aguilita,13,2017-12-26,1
22880,115129,aguilita,13,2017-12-29,1
22881,115129,aguilita,13,2018-01-01,1
22882,115129,aguilita,13,2018-06-06,1
22883,115129,aguilita,13,2018-06-08,1
22884,1454648,r-a-p,28,2019-10-05,1
22885,1454648,r-a-p,28,2019-10-04,1
22886,115129,aguilita,13,2018-06-11,1
22887,1454648,r-a-p,28,2019-10-01,1
22888,1454648,r-a-p,28,2019-09-29,1
22889,1454648,r-a-p,28,2019-09-28,1
22890,1454648,r-a-p,28,2019-09-27,1
22891,1454648,r-a-p,28,2019-09-26,1
22892,115129,aguilita,13,2018-06-12,1
22893,1454648,r-a-p,28,2019-09-21,1
22894,1454648,r-a-p,28,2019-09-20,1
22895,1454648,r-a-p,28,2019-09-19,1
22896,1454648,r-a-p,28,2019-09-18,1
22897,1454648,r-a-p,28,2019-05-09,1
22898,1454648,r-a-p,28,2019-05-08,1
22899,115129,aguilita,13,2018-07-25,1
22900,1454648,r-a-p,28,2019-04-30,1
22901,1453678,marina_gorbunova,45,2022-03-06,1
22902,1453678,marina_gorbunova,45,2022-03-04,1
22903,115129,aguilita,13,2018-08-21,1
22904,1453678,marina_gorbunova,45,2022-02-21,1
22905,115129,aguilita,13,2018-08-25,1
22906,115129,aguilita,13,2018-08-26,1
22907,1453678,marina_gorbunova,45,2022-01-22,1
22908,115129,aguilita,13,2018-08-29,1
22909,1453678,marina_gorbunova,45,2022-01-20,1
22910,1453678,marina_gorbunova,45,2022-01-19,1
22911,1453678,marina_gorbunova,45,2022-01-18,1
22912,1453678,marina_gorbunova,45,2022-01-15,1
22913,1453678,marina_gorbunova,45,2022-01-07,1
22914,115129,aguilita,13,2018-09-15,1
22915,115129,aguilita,13,2018-09-19,1
22916,115129,aguilita,13,2018-09-22,1
22917,115129,aguilita,13,2018-09-23,1
22918,1453678,marina_gorbunova,45,2021-12-29,1
22919,115129,aguilita,13,2018-09-28,1
22920,115129,aguilita,13,2018-10-04,1
22921,115129,aguilita,13,2018-10-05,1
22922,115129,aguilita,13,2018-10-10,1
22923,115129,aguilita,13,2018-10-13,1
22924,115129,aguilita,13,2018-10-22,1
22925,115129,aguilita,13,2018-11-01,1
22926,115129,aguilita,13,2018-11-03,1
22927,115129,aguilita,13,2018-11-04,1
22928,115129,aguilita,13,2018-11-10,1
22929,115129,aguilita,13,2018-11-17,1
22930,115129,aguilita,13,2018-08-19,1
22931,115129,aguilita,13,2018-08-18,1
22932,115129,aguilita,13,2018-08-08,1
22933,115129,aguilita,13,2018-07-27,1
22934,1454648,r-a-p,28,2019-04-29,1
22935,1454648,r-a-p,28,2019-04-28,1
22936,1454648,r-a-p,28,2019-04-26,1
22937,1454648,r-a-p,28,2019-04-24,1
22938,1454648,r-a-p,28,2019-04-20,1
22939,1454648,r-a-p,28,2019-04-19,1
22940,1454648,r-a-p,28,2019-04-14,1
22941,1454648,r-a-p,28,2019-04-12,1
22942,1454648,r-a-p,28,2019-04-10,1
22943,1454648,r-a-p,28,2019-04-01,1
22944,1454648,r-a-p,28,2019-03-28,1
22945,1454648,r-a-p,28,2019-03-18,1
22946,1454648,r-a-p,28,2019-03-13,1
22947,1454648,r-a-p,28,2019-03-09,1
22948,1453678,marina_gorbunova,45,2022-03-18,1
22949,1454648,r-a-p,28,2019-03-08,1
22950,1454648,r-a-p,28,2019-03-06,1
22951,1454648,r-a-p,28,2019-02-25,1
22952,1454648,r-a-p,28,2019-02-01,1
22953,1453678,marina_gorbunova,45,2022-06-22,1
22954,1453678,marina_gorbunova,45,2022-06-20,1
22955,1453678,marina_gorbunova,45,2022-06-18,1
22956,1453678,marina_gorbunova,45,2022-06-11,1
22957,1453678,marina_gorbunova,45,2022-06-01,1
22958,1453678,marina_gorbunova,45,2022-03-29,1
22959,115129,aguilita,13,2018-07-30,1
22960,115129,aguilita,13,2018-08-03,1
22961,115129,aguilita,13,2018-08-04,1
22962,85164,catenatus,32,2022-02-24,1
22963,85164,catenatus,32,2022-02-14,1
22964,85164,catenatus,32,2022-02-12,1
22965,85164,catenatus,32,2019-01-01,1
22966,85164,catenatus,32,2019-01-03,1
22967,1809393,jtkindt,20,2020-10-15,1
22968,85164,catenatus,32,2019-01-07,1
22969,1809393,jtkindt,20,2020-10-12,1
22970,85164,catenatus,32,2019-01-09,1
22971,85164,catenatus,32,2019-01-18,1
22972,85164,catenatus,32,2019-01-29,1
22973,85164,catenatus,32,2019-02-03,1
22974,1809393,jtkindt,20,2020-09-19,1
22975,85164,catenatus,32,2019-02-06,1
22976,1809393,jtkindt,20,2020-09-15,1
22977,1809393,jtkindt,20,2020-09-13,1
22978,85164,catenatus,32,2019-02-07,1
22979,85164,catenatus,32,2019-02-10,1
22980,85164,catenatus,32,2019-02-17,1
22981,85164,catenatus,32,2019-02-20,1
22982,85164,catenatus,32,2019-02-26,1
22983,85164,catenatus,32,2019-03-02,1
22984,85164,catenatus,32,2019-03-04,1
22985,85164,catenatus,32,2019-03-09,1
22986,85164,catenatus,32,2019-03-10,1
22987,1809393,jtkindt,20,2020-08-21,1
22988,85164,catenatus,32,2019-03-11,1
22989,85164,catenatus,32,2019-03-25,1
22990,85164,catenatus,32,2019-04-06,1
22991,85164,catenatus,32,2019-04-12,1
22992,85164,catenatus,32,2019-04-13,1
22993,85164,catenatus,32,2019-04-17,1
22994,85164,catenatus,32,2019-04-24,1
22995,85164,catenatus,32,2019-01-02,1
22996,85164,catenatus,32,2018-12-30,1
22997,1809393,jtkindt,20,2021-01-28,1
22998,1809393,jtkindt,20,2020-10-20,1
22999,1809393,jtkindt,20,2021-01-24,1
23000,85164,catenatus,32,2018-10-25,1
23001,85164,catenatus,32,2018-10-26,1
23002,1809393,jtkindt,20,2020-12-18,1
23003,85164,catenatus,32,2018-10-27,1
23004,1809393,jtkindt,20,2020-12-16,1
23005,85164,catenatus,32,2018-10-29,1
23006,85164,catenatus,32,2018-11-04,1
23007,85164,catenatus,32,2018-11-05,1
23008,1809393,jtkindt,20,2020-11-29,1
23009,85164,catenatus,32,2018-11-10,1
23010,85164,catenatus,32,2018-11-15,1
23011,85164,catenatus,32,2018-11-22,1
23012,85164,catenatus,32,2018-11-24,1
23013,1809393,jtkindt,20,2020-11-24,1
23014,1809393,jtkindt,20,2020-11-23,1
23015,85164,catenatus,32,2018-11-26,1
23016,85164,catenatus,32,2018-12-02,1
23017,85164,catenatus,32,2018-12-05,1
23018,1809393,jtkindt,20,2020-11-11,1
23019,85164,catenatus,32,2018-12-07,1
23020,85164,catenatus,32,2018-12-10,1
23021,1809393,jtkindt,20,2020-11-05,1
23022,1809393,jtkindt,20,2020-11-02,1
23023,85164,catenatus,32,2018-12-15,1
23024,85164,catenatus,32,2018-12-17,1
23025,85164,catenatus,32,2018-12-18,1
23026,85164,catenatus,32,2018-12-26,1
23027,85164,catenatus,32,2018-12-29,1
23028,85164,catenatus,32,2019-04-28,1
23029,85164,catenatus,32,2019-05-08,1
23030,85164,catenatus,32,2019-05-14,1
23031,85164,catenatus,32,2019-05-20,1
23032,85164,catenatus,32,2019-09-24,1
23033,85164,catenatus,32,2019-09-25,1
23034,85164,catenatus,32,2019-09-27,1
23035,1809393,jtkindt,20,2020-04-14,1
23036,85164,catenatus,32,2019-10-09,1
23037,1809393,jtkindt,20,2020-04-09,1
23038,85164,catenatus,32,2019-10-21,1
23039,85164,catenatus,32,2019-10-24,1
23040,1809393,jtkindt,20,2020-04-05,1
23041,85164,catenatus,32,2019-10-26,1
23042,85164,catenatus,32,2019-10-31,1
23043,85164,catenatus,32,2019-11-08,1
23044,85164,catenatus,32,2019-11-14,1
23045,85164,catenatus,32,2019-11-18,1
23046,85164,catenatus,32,2019-11-28,1
23047,85164,catenatus,32,2019-11-29,1
23048,85164,catenatus,32,2019-11-30,1
23049,85164,catenatus,32,2019-12-02,1
23050,85164,catenatus,32,2019-12-09,1
23051,85164,catenatus,32,2019-12-11,1
23052,1809393,jtkindt,20,2020-02-28,1
23053,85164,catenatus,32,2019-12-16,1
23054,85164,catenatus,32,2019-12-26,1
23055,85164,catenatus,32,2020-01-01,1
23056,85164,catenatus,32,2020-01-05,1
23057,85164,catenatus,32,2020-01-06,1
23058,1809393,jtkindt,20,2020-02-19,1
23059,85164,catenatus,32,2020-01-09,1
23060,85164,catenatus,32,2020-01-10,1
23061,85164,catenatus,32,2019-09-10,1
23062,85164,catenatus,32,2019-09-08,1
23063,85164,catenatus,32,2019-09-05,1
23064,1809393,jtkindt,20,2020-06-17,1
23065,85164,catenatus,32,2019-05-26,1
23066,85164,catenatus,32,2019-05-29,1
23067,85164,catenatus,32,2019-05-30,1
23068,85164,catenatus,32,2019-05-31,1
23069,85164,catenatus,32,2019-06-01,1
23070,85164,catenatus,32,2019-06-02,1
23071,85164,catenatus,32,2019-06-13,1
23072,85164,catenatus,32,2019-06-19,1
23073,85164,catenatus,32,2019-06-20,1
23074,85164,catenatus,32,2019-06-21,1
23075,85164,catenatus,32,2019-06-24,1
23076,85164,catenatus,32,2019-06-25,1
23077,85164,catenatus,32,2019-07-01,1
23078,85164,catenatus,32,2019-07-02,1
23079,85164,catenatus,32,2019-09-03,1
23080,85164,catenatus,32,2019-07-05,1
23081,85164,catenatus,32,2019-07-09,1
23082,85164,catenatus,32,2019-07-13,1
23083,85164,catenatus,32,2019-07-24,1
23084,85164,catenatus,32,2019-07-30,1
23085,85164,catenatus,32,2019-08-03,1
23086,85164,catenatus,32,2019-08-18,1
23087,85164,catenatus,32,2019-08-21,1
23088,1809393,jtkindt,20,2020-05-06,1
23089,85164,catenatus,32,2019-08-23,1
23090,85164,catenatus,32,2019-08-30,1
23091,85164,catenatus,32,2019-09-01,1
23092,85164,catenatus,32,2019-09-02,1
23093,85164,catenatus,32,2018-10-11,1
23094,1809393,jtkindt,20,2021-02-18,1
23095,1454648,r-a-p,28,2021-04-17,1
23096,81261,biohexx1,33,2018-12-20,1
23097,1809393,jtkindt,20,2021-11-11,1
23098,81261,biohexx1,33,2019-03-28,1
23099,81261,biohexx1,33,2019-03-29,1
23100,81261,biohexx1,33,2019-04-01,1
23101,81261,biohexx1,33,2019-04-26,1
23102,81261,biohexx1,33,2019-04-28,1
23103,81261,biohexx1,33,2019-05-01,1
23104,81261,biohexx1,33,2019-05-14,1
23105,81261,biohexx1,33,2019-05-17,1
23106,81261,biohexx1,33,2019-05-19,1
23107,81261,biohexx1,33,2019-05-20,1
23108,81261,biohexx1,33,2019-05-21,1
23109,81261,biohexx1,33,2019-06-11,1
23110,1809393,jtkindt,20,2021-09-14,1
23111,81261,biohexx1,33,2019-06-14,1
23112,1809393,jtkindt,20,2021-09-06,1
23113,81261,biohexx1,33,2019-06-20,1
23114,1809393,jtkindt,20,2021-08-24,1
23115,81261,biohexx1,33,2019-07-10,1
23116,81261,biohexx1,33,2019-07-15,1
23117,81261,biohexx1,33,2019-07-30,1
23118,81261,biohexx1,33,2019-08-05,1
23119,1809393,jtkindt,20,2021-08-17,1
23120,1809393,jtkindt,20,2021-08-10,1
23121,1809393,jtkindt,20,2021-08-09,1
23122,81261,biohexx1,33,2019-08-27,1
23123,81261,biohexx1,33,2019-08-30,1
23124,81261,biohexx1,33,2019-09-02,1
23125,81261,biohexx1,33,2019-09-04,1
23126,1809393,jtkindt,20,2021-11-23,1
23127,1809393,jtkindt,20,2021-12-07,1
23128,1809393,jtkindt,20,2021-02-23,1
23129,1809393,jtkindt,20,2021-12-08,1
23130,2000059,buzzman,50,2019-10-28,1
23131,2000059,buzzman,50,2019-10-25,1
23132,81261,biohexx1,33,2018-07-11,1
23133,81261,biohexx1,33,2018-07-14,1
23134,81261,biohexx1,33,2018-07-28,1
23135,81261,biohexx1,33,2018-08-02,1
23136,81261,biohexx1,33,2018-08-15,1
23137,81261,biohexx1,33,2018-08-22,1
23138,2000059,buzzman,50,2019-10-09,1
23139,2000059,buzzman,50,2019-10-01,1
23140,2000059,buzzman,50,2019-09-27,1
23141,2000059,buzzman,50,2019-09-13,1
23142,81261,biohexx1,33,2018-09-08,1
23143,81261,biohexx1,33,2018-09-16,1
23144,81261,biohexx1,33,2018-09-17,1
23145,81261,biohexx1,33,2018-09-18,1
23146,2000059,buzzman,50,2019-08-23,1
23147,81261,biohexx1,33,2018-10-20,1
23148,81261,biohexx1,33,2018-10-23,1
23149,1809393,jtkindt,20,2022-01-17,1
23150,81261,biohexx1,33,2018-11-12,1
23151,1809393,jtkindt,20,2022-01-03,1
23152,1809393,jtkindt,20,2022-01-02,1
23153,1809393,jtkindt,20,2021-12-25,1
23154,81261,biohexx1,33,2018-11-19,1
23155,1809393,jtkindt,20,2021-12-20,1
23156,1809393,jtkindt,20,2021-12-19,1
23157,1809393,jtkindt,20,2021-12-17,1
23158,81261,biohexx1,33,2018-11-24,1
23159,1809393,jtkindt,20,2021-07-24,1
23160,81261,biohexx1,33,2019-09-09,1
23161,81261,biohexx1,33,2019-09-24,1
23162,81261,biohexx1,33,2019-09-30,1
23163,85164,catenatus,32,2018-06-10,1
23164,85164,catenatus,32,2018-06-14,1
23165,1809393,jtkindt,20,2021-05-24,1
23166,85164,catenatus,32,2018-06-27,1
23167,85164,catenatus,32,2018-07-06,1
23168,85164,catenatus,32,2018-07-26,1
23169,85164,catenatus,32,2018-07-28,1
23170,1809393,jtkindt,20,2021-05-12,1
23171,85164,catenatus,32,2018-08-06,1
23172,85164,catenatus,32,2018-08-08,1
23173,85164,catenatus,32,2018-08-15,1
23174,1809393,jtkindt,20,2021-05-01,1
23175,1809393,jtkindt,20,2021-04-30,1
23176,85164,catenatus,32,2018-08-16,1
23177,85164,catenatus,32,2018-08-20,1
23178,1809393,jtkindt,20,2021-04-21,1
23179,85164,catenatus,32,2018-08-22,1
23180,85164,catenatus,32,2018-08-24,1
23181,85164,catenatus,32,2018-08-25,1
23182,85164,catenatus,32,2018-08-27,1
23183,1809393,jtkindt,20,2021-04-06,1
23184,85164,catenatus,32,2018-09-01,1
23185,85164,catenatus,32,2018-09-17,1
23186,1809393,jtkindt,20,2021-03-17,1
23187,85164,catenatus,32,2018-09-25,1
23188,85164,catenatus,32,2018-09-29,1
23189,85164,catenatus,32,2018-10-01,1
23190,1809393,jtkindt,20,2021-02-25,1
23191,85164,catenatus,32,2018-10-05,1
23192,85164,catenatus,32,2018-06-07,1
23193,85164,catenatus,32,2018-06-03,1
23194,81261,biohexx1,33,2022-03-26,1
23195,81261,biohexx1,33,2020-03-05,1
23196,81261,biohexx1,33,2019-10-06,1
23197,81261,biohexx1,33,2019-10-17,1
23198,81261,biohexx1,33,2019-11-03,1
23199,1809393,jtkindt,20,2021-07-13,1
23200,1809393,jtkindt,20,2021-07-09,1
23201,81261,biohexx1,33,2019-12-14,1
23202,81261,biohexx1,33,2019-12-15,1
23203,81261,biohexx1,33,2019-12-18,1
23204,81261,biohexx1,33,2020-02-03,1
23205,81261,biohexx1,33,2020-02-19,1
23206,1809393,jtkindt,20,2021-07-01,1
23207,81261,biohexx1,33,2020-02-26,1
23208,81261,biohexx1,33,2020-02-29,1
23209,81261,biohexx1,33,2020-04-01,1
23210,81261,biohexx1,33,2022-03-25,1
23211,81261,biohexx1,33,2020-04-06,1
23212,81261,biohexx1,33,2020-05-01,1
23213,81261,biohexx1,33,2020-05-22,1
23214,1809393,jtkindt,20,2021-06-21,1
23215,81261,biohexx1,33,2020-06-14,1
23216,81261,biohexx1,33,2020-09-23,1
23217,81261,biohexx1,33,2020-10-23,1
23218,81261,biohexx1,33,2021-03-01,1
23219,81261,biohexx1,33,2021-03-25,1
23220,81261,biohexx1,33,2021-05-03,1
23221,81261,biohexx1,33,2021-05-19,1
23222,81261,biohexx1,33,2021-06-20,1
23223,81261,biohexx1,33,2021-07-05,1
23224,85164,catenatus,32,2020-01-19,1
23225,85164,catenatus,32,2020-01-25,1
23226,85164,catenatus,32,2020-01-26,1
23227,1485790,cpu,8,2021-08-03,1
23228,1485790,cpu,8,2020-12-05,1
23229,1485790,cpu,8,2020-08-14,1
23230,1485790,cpu,8,2020-07-23,1
23231,1485790,cpu,8,2020-07-21,1
23232,1485790,cpu,8,2020-07-20,1
23233,85164,catenatus,32,2021-05-09,1
23234,1485790,cpu,8,2020-06-11,1
23235,1485790,cpu,8,2020-06-10,1
23236,1485790,cpu,8,2020-06-05,1
23237,1485790,cpu,8,2020-05-31,1
23238,85164,catenatus,32,2021-05-22,1
23239,85164,catenatus,32,2021-05-28,1
23240,85164,catenatus,32,2021-05-31,1
23241,1454648,r-a-p,28,2022-03-26,1
23242,1454648,r-a-p,28,2022-03-24,1
23243,85164,catenatus,32,2021-06-05,1
23244,1454648,r-a-p,28,2022-03-22,1
23245,85164,catenatus,32,2021-06-06,1
23246,85164,catenatus,32,2021-06-15,1
23247,85164,catenatus,32,2021-06-18,1
23248,85164,catenatus,32,2021-06-20,1
23249,85164,catenatus,32,2021-07-04,1
23250,1454648,r-a-p,28,2022-03-15,1
23251,1454648,r-a-p,28,2022-03-08,1
23252,1454648,r-a-p,28,2022-03-07,1
23253,1454648,r-a-p,28,2022-03-06,1
23254,85164,catenatus,32,2021-07-13,1
23255,1454648,r-a-p,28,2022-02-23,1
23256,1454648,r-a-p,28,2022-02-18,1
23257,1485790,cpu,8,2021-07-05,1
23258,1485790,cpu,8,2021-08-28,1
23259,85164,catenatus,32,2020-01-28,1
23260,85164,catenatus,32,2021-04-28,1
23261,85164,catenatus,32,2021-01-27,1
23262,85164,catenatus,32,2021-01-28,1
23263,85164,catenatus,32,2021-02-05,1
23264,1485790,cpu,8,2022-01-01,1
23265,85164,catenatus,32,2021-02-08,1
23266,85164,catenatus,32,2021-02-14,1
23267,1485790,cpu,8,2021-12-29,1
23268,85164,catenatus,32,2021-02-16,1
23269,85164,catenatus,32,2021-02-19,1
23270,85164,catenatus,32,2021-02-20,1
23271,85164,catenatus,32,2021-02-22,1
23272,85164,catenatus,32,2021-03-01,1
23273,1485790,cpu,8,2021-12-13,1
23274,85164,catenatus,32,2021-03-07,1
23275,85164,catenatus,32,2021-03-09,1
23276,85164,catenatus,32,2021-03-10,1
23277,85164,catenatus,32,2021-03-11,1
23278,85164,catenatus,32,2021-03-18,1
23279,85164,catenatus,32,2021-03-19,1
23280,85164,catenatus,32,2021-03-26,1
23281,85164,catenatus,32,2021-03-28,1
23282,85164,catenatus,32,2021-03-29,1
23283,1485790,cpu,8,2021-11-26,1
23284,85164,catenatus,32,2021-04-04,1
23285,85164,catenatus,32,2021-04-07,1
23286,85164,catenatus,32,2021-04-08,1
23287,85164,catenatus,32,2021-04-16,1
23288,85164,catenatus,32,2021-04-20,1
23289,85164,catenatus,32,2021-04-22,1
23290,85164,catenatus,32,2021-07-14,1
23291,1454648,r-a-p,28,2022-01-08,1
23292,85164,catenatus,32,2021-07-16,1
23293,1454648,r-a-p,28,2022-01-05,1
23294,85164,catenatus,32,2021-11-19,1
23295,1454648,r-a-p,28,2021-09-18,1
23296,1454648,r-a-p,28,2021-09-16,1
23297,1454648,r-a-p,28,2021-09-15,1
23298,1454648,r-a-p,28,2021-09-07,1
23299,1454648,r-a-p,28,2021-08-21,1
23300,1454648,r-a-p,28,2021-07-26,1
23301,1454648,r-a-p,28,2021-07-13,1
23302,1454648,r-a-p,28,2021-06-18,1
23303,1454648,r-a-p,28,2021-05-30,1
23304,1454648,r-a-p,28,2021-05-27,1
23305,85164,catenatus,32,2021-11-21,1
23306,85164,catenatus,32,2021-11-24,1
23307,85164,catenatus,32,2021-12-03,1
23308,85164,catenatus,32,2022-01-01,1
23309,85164,catenatus,32,2022-01-04,1
23310,85164,catenatus,32,2022-01-07,1
23311,85164,catenatus,32,2022-01-10,1
23312,85164,catenatus,32,2022-01-16,1
23313,85164,catenatus,32,2022-01-17,1
23314,85164,catenatus,32,2022-01-18,1
23315,85164,catenatus,32,2022-01-23,1
23316,85164,catenatus,32,2022-01-25,1
23317,85164,catenatus,32,2022-02-04,1
23318,85164,catenatus,32,2022-02-06,1
23319,85164,catenatus,32,2022-02-08,1
23320,1454648,r-a-p,28,2021-04-21,1
23321,1454648,r-a-p,28,2021-04-20,1
23322,85164,catenatus,32,2022-02-10,1
23323,1454648,r-a-p,28,2021-10-11,1
23324,1454648,r-a-p,28,2021-10-22,1
23325,1454648,r-a-p,28,2021-11-01,1
23326,1454648,r-a-p,28,2021-12-12,1
23327,1454648,r-a-p,28,2022-01-03,1
23328,1454648,r-a-p,28,2022-01-02,1
23329,1454648,r-a-p,28,2021-12-28,1
23330,85164,catenatus,32,2021-07-21,1
23331,1454648,r-a-p,28,2021-12-21,1
23332,85164,catenatus,32,2021-07-23,1
23333,85164,catenatus,32,2021-07-25,1
23334,85164,catenatus,32,2021-07-27,1
23335,85164,catenatus,32,2021-07-30,1
23336,85164,catenatus,32,2021-07-31,1
23337,85164,catenatus,32,2021-08-01,1
23338,85164,catenatus,32,2021-08-22,1
23339,85164,catenatus,32,2021-08-23,1
23340,85164,catenatus,32,2021-09-01,1
23341,85164,catenatus,32,2021-11-16,1
23342,85164,catenatus,32,2021-09-03,1
23343,85164,catenatus,32,2021-09-19,1
23344,1454648,r-a-p,28,2021-12-04,1
23345,85164,catenatus,32,2021-09-28,1
23346,85164,catenatus,32,2021-09-30,1
23347,1454648,r-a-p,28,2021-11-28,1
23348,85164,catenatus,32,2021-10-18,1
23349,85164,catenatus,32,2021-10-19,1
23350,85164,catenatus,32,2021-10-21,1
23351,85164,catenatus,32,2021-10-22,1
23352,85164,catenatus,32,2021-11-04,1
23353,85164,catenatus,32,2021-11-11,1
23354,85164,catenatus,32,2021-11-13,1
23355,85164,catenatus,32,2021-01-25,1
23356,85164,catenatus,32,2021-01-20,1
23357,85164,catenatus,32,2021-01-16,1
23358,85164,catenatus,32,2020-07-21,1
23359,85164,catenatus,32,2020-04-28,1
23360,85164,catenatus,32,2020-04-30,1
23361,85164,catenatus,32,2020-05-01,1
23362,85164,catenatus,32,2020-05-09,1
23363,85164,catenatus,32,2020-05-17,1
23364,85164,catenatus,32,2020-05-25,1
23365,1809393,jtkindt,20,2019-11-07,1
23366,1598908,artois,46,2019-05-07,1
23367,85164,catenatus,32,2020-06-01,1
23368,85164,catenatus,32,2020-06-05,1
23369,85164,catenatus,32,2020-06-10,1
23370,85164,catenatus,32,2020-06-16,1
23371,85164,catenatus,32,2020-06-21,1
23372,85164,catenatus,32,2020-06-23,1
23373,85164,catenatus,32,2020-06-24,1
23374,85164,catenatus,32,2020-06-29,1
23375,85164,catenatus,32,2020-07-01,1
23376,85164,catenatus,32,2020-07-02,1
23377,85164,catenatus,32,2020-07-03,1
23378,1485790,cpu,8,2022-11-13,1
23379,85164,catenatus,32,2020-07-07,1
23380,85164,catenatus,32,2020-07-08,1
23381,1485790,cpu,8,2022-11-08,1
23382,85164,catenatus,32,2020-07-09,1
23383,1485790,cpu,8,2022-11-06,1
23384,1485790,cpu,8,2022-11-04,1
23385,1485790,cpu,8,2022-11-01,1
23386,85164,catenatus,32,2020-07-17,1
23387,1485790,cpu,8,2022-10-30,1
23388,85164,catenatus,32,2020-04-18,1
23389,85164,catenatus,32,2020-04-16,1
23390,85164,catenatus,32,2020-04-14,1
23391,85164,catenatus,32,2020-03-03,1
23392,85164,catenatus,32,2020-01-29,1
23393,85164,catenatus,32,2020-01-30,1
23394,85164,catenatus,32,2020-02-05,1
23395,85164,catenatus,32,2020-02-06,1
23396,85164,catenatus,32,2020-02-07,1
23397,85164,catenatus,32,2020-02-08,1
23398,85164,catenatus,32,2020-02-12,1
23399,85164,catenatus,32,2020-02-13,1
23400,85164,catenatus,32,2020-02-14,1
23401,85164,catenatus,32,2020-02-15,1
23402,85164,catenatus,32,2020-02-24,1
23403,85164,catenatus,32,2020-02-29,1
23404,85164,catenatus,32,2020-03-01,1
23405,85164,catenatus,32,2020-03-05,1
23406,85164,catenatus,32,2020-04-11,1
23407,85164,catenatus,32,2020-03-13,1
23408,85164,catenatus,32,2020-03-16,1
23409,85164,catenatus,32,2020-03-17,1
23410,85164,catenatus,32,2020-03-18,1
23411,85164,catenatus,32,2020-03-20,1
23412,1809393,jtkindt,20,2020-01-10,1
23413,85164,catenatus,32,2020-03-28,1
23414,85164,catenatus,32,2020-03-29,1
23415,85164,catenatus,32,2020-03-30,1
23416,85164,catenatus,32,2020-03-31,1
23417,85164,catenatus,32,2020-04-08,1
23418,1809393,jtkindt,20,2019-12-23,1
23419,85164,catenatus,32,2020-04-09,1
23420,85164,catenatus,32,2020-07-18,1
23421,85164,catenatus,32,2020-07-30,1
23422,85164,catenatus,32,2021-01-14,1
23423,85164,catenatus,32,2020-08-13,1
23424,85164,catenatus,32,2020-11-01,1
23425,85164,catenatus,32,2020-11-02,1
23426,1485790,cpu,8,2022-05-25,1
23427,1485790,cpu,8,2022-05-06,1
